"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
6,4,"CA","california",37,26,30.5,31,36,24.5,52,4,10,1,5,NA,25,25,1,1,2,7,6,0.61,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,15,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,0,NA,0,-36
53,4,"WA","washington",31.5,32,33.5,28,28.5,26.5,62,8,13,1,5,2,70,85,1,2,1,2,4,NA,1,1,0,0,0,0,0,1,15
6,4,"CA","california",48,49,53,37,37.5,38,60,4,10,1,5,7,60,90,1,2,NA,3,6,0.13,0,1,1,0,NA,0,NA,1,30
30,4,"MT","montana",12,0,12,12,0,12,64,3,7,1,5,NA,0,50,NA,NA,2,6,6,NA,1,NA,NA,0,NA,0,NA,1,50
24,3,"MD","maryland",35,33.5,15,37,37,36.5,56,4,15,2,5,7,25,100,1,2,1,1,2,0.24,0,1,1,0,0,0,0,1,75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,25,NA,NA,2,7,4,NA,NA,NA,0,0,NA,0,NA,0,-25
17,2,"IL","illinois",0,0,0,25,24.5,25,29,2,1,2,5,7,75,100,0,NA,1,1,4,1.18,1,NA,1,NA,NA,0,1,1,25
6,4,"CA","california",25,38,26,23,23,36,52,4,11,1,5,NA,25,50,1,1,2,5,4,NA,1,0,NA,0,NA,0,NA,1,25
9,1,"CT","connecticut",36.5,36.5,36.5,36.5,37,37,59,6,14,1,5,NA,0,0,1,3,2,6,6,0.24,1,0,NA,0,NA,0,NA,0,0
28,3,"MS","mississippi",25,28.3333333333333,26.6666666666667,13.3333333333333,16.6666666666667,13.3333333333333,37,1,8,1,5,NA,10,55,0,NA,2,6,4,6.75,0,NA,NA,0,NA,0,NA,1,45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,80,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0,NA,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,50,NA,NA,1,1,4,NA,NA,NA,1,NA,NA,0,NA,0,0
20,2,"KS","kansas",37,37.5,36.5,37.5,36.5,37.5,57,3,9,1,5,4,50,0,1,1,2,5,6,0.32,1,0,0,0,NA,0,NA,0,-50
12,3,"FL","florida",8,9,9,6,4,5,54,5,10,4,5,2,80,70,1,2,1,3,4,NA,1,1,0,0,0,0,0,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,0,NA,1,10
24,3,"MD","maryland",20.6666666666667,17.6666666666667,21.3333333333333,28.3333333333333,22.3333333333333,33,37,6,19,1,5,NA,0,25,1,1,2,7,4,0.57,0,0,NA,0,NA,0,NA,1,25
27,2,"MN","minnesota",12,12.5,12.5,12,12.5,12,67,3,10,1,5,NA,0,25,1,1,2,6,6,0.25,1,0,NA,0,NA,0,NA,1,25
12,3,"FL","florida",12,0,0,61,60,25,50,9,16,1,5,NA,5,15,NA,NA,2,6,4,NA,0,NA,NA,0,NA,0,NA,1,10
17,2,"IL","illinois",19,25,24,24,24,24,59,6,11,1,5,NA,25,25,1,1,2,5,6,NA,0,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",19,25,43.5,24.5,24.5,24.5,53,6,7,1,5,NA,0,1,1,2,2,5,4,0.31,1,1,NA,0,NA,-1,NA,1,1
30,4,"MT","montana",21.5,21.5,22,21.5,21,21.5,29,6,11,1,5,7,55,70,1,2,1,2,5,0.64,1,1,1,0,0,0,0,1,15
53,4,"WA","washington",0,0,0,0,0,0,44,3,16,4,5,7,60,75,1,2,1,3,1,1.39,1,1,1,0,0,0,0,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,45,60,NA,NA,2,1,5,NA,NA,NA,1,0,NA,0,NA,1,15
53,4,"WA","washington",31,41,31.5,49.5,47.5,43.5,59,4,12,1,5,NA,40,0,NA,NA,2,7,4,NA,0,NA,NA,0,NA,0,NA,0,-40
6,4,"CA","california",24,25,23.5,24.5,24.5,25,54,3,13,2,5,7,75,50,1,2,1,1,5,NA,1,1,1,0,0,0,0,0,-25
6,4,"CA","california",6,19,18,22,24,49.5,67,8,3,4,5,2,98,10,1,2,1,3,4,0.57,1,1,0,0,0,0,0,0,-88
12,3,"FL","florida",21.5,24,36.5,12.5,25.5,24.5,64,6,13,1,5,NA,45,45,1,1,2,7,4,NA,0,0,NA,0,NA,0,NA,0,0
27,2,"MN","minnesota",31,31.5,31.5,31,31.5,30.5,25,5,7,1,5,2,50,50,1,2,1,3,3,0.53,1,1,0,0,0,0,0,0,0
6,4,"CA","california",43,47,43.5,49,54.5,49.5,34,6,19,1,5,NA,40,10,NA,NA,2,7,7,NA,1,NA,NA,0,NA,0,NA,0,-30
42,1,"PA","pennsylvania",25,30,25,30,37.5,35,61,6,11,1,5,7,NA,NA,1,2,1,1,2,NA,0,1,1,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,40,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-25
34,1,"NJ","new jersey",8.33333333333333,30,35,53.3333333333333,28.3333333333333,41.6666666666667,80,3,1,1,5,NA,25,60,1,1,2,7,6,7.48,1,0,NA,0,NA,0,NA,1,35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,100,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,0,NA,1,50
1,3,"AL","alabama",22.5,30.5,24.5,28,21.5,18,79,9,17,1,5,7,70,90,1,2,1,1,3,0.32,0,1,1,0,0,0,0,1,20
24,3,"MD","maryland",25,25,24.5,25,25,25,45,4,15,1,5,NA,0,0,1,1,2,7,6,0.33,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,40,100,NA,NA,1,3,1,NA,NA,NA,1,NA,NA,0,NA,1,60
39,2,"OH","ohio",37,49,50,62,63,62,81,5,3,1,5,NA,5,15,NA,NA,2,5,5,NA,0,NA,NA,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,25,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,50,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,-50
5,3,"AR","arkansas",49,49.5,50,49,49.5,50,49,5,14,1,5,NA,15,40,1,1,NA,6,4,NA,1,0,NA,NA,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,0,NA,NA,NA,4,4,NA,NA,NA,0,NA,NA,0,NA,0,-50
55,2,"WI","wisconsin",1.5,2,1.5,1.5,1,1.5,36,7,12,1,5,NA,0,0,1,1,2,5,6,0.39,0,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",1.5,2.5,2,0.5,1,0.5,35,5,16,1,5,7,60,70,1,2,1,2,3,0.59,1,1,1,0,0,0,0,1,10
8,4,"CO","colorado",14.5,36,35.5,91.5,50,84.5,50,3,13,1,5,NA,50,50,1,1,NA,6,4,1.64,0,0,NA,NA,NA,0,NA,0,0
9,1,"CT","connecticut",8.66666666666667,11,11,11.6666666666667,16,12.3333333333333,59,4,12,1,5,2,75,65,1,2,1,3,4,0.43,1,1,0,0,0,0,0,0,-10
6,4,"CA","california",18,19,19,37,25,38,84,4,9,1,5,NA,10,25,1,1,2,6,5,NA,1,0,NA,0,NA,0,NA,1,15
6,4,"CA","california",25,28.6666666666667,33,45.3333333333333,39.3333333333333,37.3333333333333,51,7,10,1,5,2,85,65,1,2,1,1,2,0.34,0,1,0,0,0,0,0,0,-20
30,4,"MT","montana",37,37,37,37,37.5,37.5,43,3,13,1,5,NA,35,45,1,1,2,5,5,0.4,1,0,NA,0,NA,0,NA,1,10
6,4,"CA","california",24.5,25,24.5,25,25,25,53,4,15,2,5,2,75,45,1,2,1,3,5,0.55,0,1,0,0,0,0,0,0,-30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,6,6,0.33,NA,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",44,37.5,44,50,43,50,45,6,1,1,5,7,70,86,1,2,1,1,2,0.55,0,1,1,0,0,0,0,1,16
37,3,"NC","north carolina",30,30,36.5,30,30,30,59,3,8,1,5,7,75,100,1,2,1,3,2,0.28,1,1,1,0,0,0,0,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,51,50,NA,NA,NA,1,2,NA,NA,NA,0,NA,NA,0,NA,0,-1
8,4,"CO","colorado",31.5,21.5,29,37.5,17.5,30.5,47,3,9,4,5,NA,20,70,1,5,2,4,7,0.93,1,0,NA,0,NA,0,NA,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,30,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-20
16,4,"ID","idaho",36.5,43,42.5,42.5,43,42.5,63,6,11,1,5,NA,0,10,1,1,2,5,6,0.14,0,0,NA,0,NA,0,NA,1,10
48,3,"TX","texas",55.5,75,74.5,31,31,18.5,56,4,9,1,5,7,50,65,1,2,3,3,2,0.3,0,1,1,0,NA,0,NA,1,15
39,2,"OH","ohio",49.5,49,50,49.5,49,50,44,8,13,1,5,NA,55,25,1,1,2,5,6,0.43,0,0,NA,0,NA,0,NA,0,-30
39,2,"OH","ohio",18,24,18,19,25,18,60,8,19,1,5,NA,25,45,1,1,2,7,4,0.24,0,0,NA,0,NA,0,NA,1,20
13,3,"GA","georgia",25,33.3333333333333,39,69.6666666666667,53,75,20,4,13,1,5,NA,25,0,1,1,NA,7,6,2.37,0,0,NA,NA,NA,0,NA,0,-25
25,1,"MA","massachusetts",0,0,0,87.5,88,93.5,45,6,7,1,5,NA,5,0,0,NA,3,5,4,0.62,0,NA,NA,0,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,30,80,NA,NA,2,2,2,NA,NA,NA,1,0,NA,0,NA,1,50
8,4,"CO","colorado",86,88,87,12,12,13,69,8,1,1,5,7,80,90,NA,NA,1,1,3,NA,1,NA,1,NA,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,2,6,5,NA,NA,NA,NA,0,NA,0,NA,1,100
55,2,"WI","wisconsin",0,0,31,25,25,37.5,38,4,6,2,5,7,0,100,1,2,NA,2,6,2.4,1,1,1,0,NA,0,NA,1,100
39,2,"OH","ohio",8,9.66666666666667,16.6666666666667,8.33333333333333,14.6666666666667,16.3333333333333,57,3,8,2,5,7,50,50,1,2,1,1,2,0.23,1,1,1,0,0,0,0,0,0
53,4,"WA","washington",50.6666666666667,58.3333333333333,65,57.3333333333333,62,63,58,3,13,1,5,7,75,50,1,2,1,2,3,0.42,1,1,1,0,0,0,0,0,-25
18,2,"IN","indiana",25,30.5,24.5,37,25,31,48,3,13,1,5,NA,22,62,1,1,2,7,6,0.52,1,0,NA,0,NA,0,NA,1,40
8,4,"CO","colorado",11.5,0,23.5,8.5,10,11.5,61,4,15,1,5,NA,25,25,1,1,2,6,4,0.22,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,20
36,1,"NY","new york",0,0,0,0,0,0,63,6,10,1,5,NA,5,2,1,1,2,5,6,0.21,0,0,NA,0,NA,0,NA,0,-3
6,4,"CA","california",49.5,50,50,50,50,49.5,57,9,16,1,5,7,40,75,1,2,1,1,4,0.27,0,1,1,0,0,0,0,1,35
36,1,"NY","new york",0,0,0,0,0,0,23,2,13,1,5,7,NA,NA,NA,NA,NA,5,4,NA,0,NA,1,NA,NA,0,NA,NA,NA
49,4,"UT","utah",33,34,34,62,62,50,38,3,12,1,5,2,80,70,NA,NA,1,2,4,NA,1,NA,0,NA,NA,0,NA,0,-10
48,3,"TX","texas",0,0,0,0,0,0,51,6,15,2,5,7,0,25,1,2,2,5,6,0.2,0,1,1,0,NA,-1,NA,1,25
34,1,"NJ","new jersey",28.5,21,35,42,41,44.5,41,6,9,2,5,2,100,75,1,2,1,1,2,0.59,0,1,0,0,0,0,0,0,-25
16,4,"ID","idaho",43,37,37,43,49,49,74,2,7,1,5,7,50,76,1,2,1,1,3,0.55,1,1,1,0,0,0,0,1,26
53,4,"WA","washington",18.5,6,12.5,24.5,6.5,6,36,4,1,1,5,7,55,60,1,2,1,1,4,0.25,1,1,1,0,0,0,0,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,25,NA,NA,NA,5,6,NA,NA,NA,0,NA,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,5,6,NA,NA,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,0,-14
17,2,"IL","illinois",31,30.5,31.5,31,31,31,52,6,11,1,5,NA,0,80,1,1,2,6,6,0.27,0,0,NA,0,NA,0,NA,1,80
12,3,"FL","florida",24.5,25,31.5,30.5,24,37,59,4,15,1,5,2,75,5,1,1,1,2,5,0.34,0,0,0,1,1,1,0,0,-70
48,3,"TX","texas",50,53.3333333333333,50,50,53.6666666666667,49.6666666666667,49,6,16,1,5,NA,5,10,1,1,2,6,6,0.27,0,0,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,80,80,1,2,NA,2,4,3.99,NA,1,1,0,NA,0,NA,0,0
55,2,"WI","wisconsin",41.3333333333333,39.3333333333333,41.3333333333333,41,40,40.6666666666667,55,4,10,1,5,2,90,60,1,2,1,2,3,0.18,1,1,0,0,0,0,0,0,-30
29,2,"MO","missouri",37,36.5,37,43.5,36,36.5,53,3,16,1,5,2,75,50,1,1,2,7,6,NA,0,0,0,0,NA,0,NA,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,45
6,4,"CA","california",30.5,30,30,43,42.5,43,86,4,12,1,5,NA,40,90,1,2,1,5,5,0.37,0,1,NA,0,0,0,0,1,50
4,4,"AZ","arizona",0,0,63,93.5,42.5,94,58,5,4,1,5,2,95,0,1,1,1,1,1,NA,1,0,0,1,1,1,0,0,-95
39,2,"OH","ohio",43.5,37.5,39.5,37.5,32.5,35.5,32,4,11,1,5,NA,15,5,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,2,5,5,NA,NA,NA,NA,0,NA,0,NA,1,2
51,3,"VA","virginia",31,25.5,26,50,54.5,68.5,58,4,10,1,5,NA,10,25,1,1,2,6,5,0.2,0,0,NA,0,NA,0,NA,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,2,7,6,0.24,NA,0,NA,0,NA,0,NA,NA,NA
45,3,"SC","south carolina",45,45,45,45,45,45,49,9,15,1,5,7,55,98,1,2,1,1,3,NA,0,1,1,0,0,0,0,1,43
23,1,"ME","maine",34.5,49,40,34,52,39.5,30,7,14,1,5,2,80,88,1,2,1,1,2,0.96,0,1,0,0,0,0,0,1,8
53,4,"WA","washington",40,47.5,47.5,42.5,47.5,47.5,81,3,4,1,5,2,65,35,1,2,1,1,2,NA,1,1,0,0,0,0,0,0,-30
18,2,"IN","indiana",45,40,45,62.5,65,70,68,5,8,1,5,NA,20,10,1,1,2,5,7,1.19,0,0,NA,0,NA,0,NA,0,-10
53,4,"WA","washington",30.5,37.5,37.5,50,68.5,31,74,8,12,1,5,NA,10,25,1,2,2,6,4,0.21,0,1,NA,0,NA,-1,NA,1,15
55,2,"WI","wisconsin",19,13.5,18,24,21,18.5,40,5,15,1,5,7,23,25,1,2,2,5,4,NA,0,1,1,0,NA,-1,NA,1,2
53,4,"WA","washington",17.5,17,19.5,16.5,17.5,19,51,6,16,1,5,7,75,85,1,2,1,1,3,0.28,0,1,1,0,0,0,0,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,80,NA,NA,2,5,4,NA,NA,NA,NA,0,NA,0,NA,1,60
19,2,"IA","iowa",43.5,43,36.5,50,42.5,42.5,27,6,7,1,5,NA,25,65,1,1,2,5,4,0.47,1,0,NA,0,NA,0,NA,1,40
13,3,"GA","georgia",18.5,12.5,18,18,12.5,19,35,4,18,1,5,7,75,90,1,2,2,1,2,0.74,1,1,1,0,NA,-1,NA,1,15
42,1,"PA","pennsylvania",36,24,33,12,24,43,48,5,12,2,5,NA,20,75,1,5,2,4,6,NA,1,0,NA,0,NA,0,NA,1,55
48,3,"TX","texas",31,24.5,25,69,56,56,63,3,10,1,5,NA,25,45,1,1,2,7,6,NA,1,0,NA,0,NA,0,NA,1,20
6,4,"CA","california",18.3333333333333,18.3333333333333,16.6666666666667,18.3333333333333,18.3333333333333,16.6666666666667,69,4,11,1,5,7,65,75,1,2,1,3,3,1.08,0,1,1,0,0,0,0,1,10
48,3,"TX","texas",24.5,0,24.5,24.5,0,24.5,28,6,11,1,5,NA,0,5,1,1,2,5,6,3.59,1,0,NA,0,NA,0,NA,1,5
1,3,"AL","alabama",30.5,22,33,23.5,38.5,36.5,62,7,11,1,5,NA,25,65,NA,NA,2,6,5,NA,1,NA,NA,0,NA,0,NA,1,40
22,3,"LA","louisiana",34,28.5,29.5,43.5,52.5,51,21,4,13,1,5,NA,15,50,1,1,2,5,6,1.6,1,0,NA,0,NA,0,NA,1,35
36,1,"NY","new york",31,12,18.5,35,12.5,18,27,1,13,1,5,2,50,50,0,NA,NA,3,4,5.06,0,NA,0,NA,NA,0,NA,0,0
21,3,"KY","kentucky",31.5,35.5,33.5,50,38,43.5,71,4,11,1,5,7,25,75,1,2,3,3,3,0.27,0,1,1,0,NA,0,NA,1,50
9,1,"CT","connecticut",25,37,18.5,25,49,51,45,7,7,1,5,NA,20,50,1,1,2,5,5,NA,0,0,NA,0,NA,0,NA,1,30
17,2,"IL","illinois",50.5,50.5,50.5,51,51,50.5,37,4,7,1,5,NA,0,0,1,2,2,5,5,0.5,0,1,NA,0,NA,-1,NA,0,0
20,2,"KS","kansas",12,6.5,12,43.5,49,44.5,70,3,9,1,5,NA,10,60,1,2,2,7,4,0.38,0,1,NA,0,NA,-1,NA,1,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,50,NA,NA,1,1,6,NA,NA,NA,0,NA,NA,0,NA,0,-25
5,3,"AR","arkansas",49.5,50,50,50,49,49.5,49,3,1,1,5,NA,0,0,1,1,2,7,7,0.71,1,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",37.5,37.5,36.5,36.5,36.5,36.5,32,7,15,1,5,7,60,85,1,2,1,3,1,NA,0,1,1,0,0,0,0,1,25
6,4,"CA","california",40,52.3333333333333,61.6666666666667,23.3333333333333,30.3333333333333,41.3333333333333,64,4,8,1,5,7,40,75,1,2,1,1,2,0.27,1,1,1,0,0,0,0,1,35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,30,0,NA,NA,4,3,7.72,NA,NA,1,NA,NA,0,NA,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,60,40,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-20
6,4,"CA","california",49.5,49.5,49.5,50,49.5,50,41,4,16,1,5,NA,25,50,0,NA,NA,6,6,0.42,1,NA,NA,NA,NA,0,NA,1,25
13,3,"GA","georgia",50,53.3333333333333,50,49.6666666666667,53.3333333333333,50,51,6,13,1,5,7,30,25,1,1,1,5,4,0.54,0,0,1,1,1,1,0,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,50,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,0
27,2,"MN","minnesota",24,24.5,24,30.5,24.5,24.5,39,4,5,1,5,7,85,95,1,2,1,1,2,0.41,1,1,1,0,0,0,0,1,10
39,2,"OH","ohio",32.5,37.5,45,45,60,60,67,3,3,1,5,7,55,98,1,2,NA,3,5,2.14,1,1,1,0,NA,0,NA,1,43
21,3,"KY","kentucky",32.5,35,40,35,35,37.5,46,4,4,1,5,2,75,50,1,2,1,2,2,4.14,0,1,0,0,0,0,0,0,-25
34,1,"NJ","new jersey",25,23,24.6666666666667,16.3333333333333,28,25,55,4,12,1,5,NA,50,35,1,1,2,7,6,0.35,0,0,NA,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,1,1,2,5,5,NA,NA,0,NA,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,55,NA,NA,2,6,4,NA,NA,NA,NA,0,NA,0,NA,1,22
53,4,"WA","washington",25,25,24,25,24,25,44,3,11,1,5,NA,0,10,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,1,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,50,1,2,1,1,4,0.17,NA,1,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,100,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,1,25
6,4,"CA","california",37,36.5,43.5,43.5,43,43.5,37,7,14,1,5,7,50,70,1,2,1,2,3,0.27,1,1,1,0,0,0,0,1,20
29,2,"MO","missouri",37,48,21,40,59.5,32,42,7,18,1,5,7,52,72,1,2,1,2,4,NA,0,1,1,0,0,0,0,1,20
48,3,"TX","texas",22.3333333333333,21.3333333333333,30.6666666666667,25,29,37.3333333333333,63,3,3,1,5,NA,0,0,1,1,2,5,2,0.49,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,40,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,7,7,NA,NA,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,55,50,NA,NA,1,3,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
24,3,"MD","maryland",24.5,12,12,25,18.5,18.5,62,3,13,1,5,2,NA,NA,0,NA,NA,3,4,0.17,1,NA,0,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,0,NA,NA,1,3,6,NA,NA,NA,0,NA,NA,0,NA,0,-75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,75,80,NA,NA,1,3,2,NA,NA,NA,1,NA,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA
17,2,"IL","illinois",37,49.5,49.5,37.5,50,49.5,40,8,10,1,5,7,40,75,1,2,1,1,2,0.4,0,1,1,0,0,0,0,1,35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,90,NA,NA,1,1,4,NA,NA,NA,0,NA,NA,0,NA,0,0
12,3,"FL","florida",45,30,25,45,35,35,71,4,8,1,5,NA,0,0,NA,NA,NA,5,6,NA,0,NA,NA,NA,NA,0,NA,0,0
17,2,"IL","illinois",43,44,43.5,43.5,43,43,36,3,1,1,5,2,75,25,1,2,1,1,5,0.82,1,1,0,0,0,0,0,0,-50
6,4,"CA","california",49,49,50,49,50,49,63,4,13,1,5,7,75,80,1,2,1,1,3,NA,1,1,1,0,0,0,0,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80,40,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,0,NA,0,-40
36,1,"NY","new york",18.5,18.5,18.5,24.5,12.5,30,50,4,7,1,5,2,65,0,1,1,1,6,4,NA,0,0,0,1,1,1,0,0,-65
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,2,7,4,NA,NA,NA,NA,0,NA,0,NA,NA,NA
55,2,"WI","wisconsin",36.6666666666667,40,40,35,41.6666666666667,41.6666666666667,60,3,6,1,5,2,50,25,1,2,1,1,4,0.87,1,1,0,0,0,0,0,0,-25
42,1,"PA","pennsylvania",8.33333333333333,9,8,8,8.66666666666667,7.66666666666667,50,3,13,1,5,1,80,75,1,2,1,6,5,0.25,1,1,0,0,0,0,0,0,-5
48,3,"TX","texas",4,3.5,4.5,25,12,18.5,45,4,14,2,5,7,5,75,1,2,1,1,5,0.52,0,1,1,0,0,0,0,1,70
6,4,"CA","california",36.5,34.5,39,45,44.5,54,35,4,14,2,5,7,40,100,1,2,1,2,2,0.4,1,1,1,0,0,0,0,1,60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,1,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,70,NA,NA,NA,2,3,NA,NA,NA,1,NA,NA,0,NA,1,10
48,3,"TX","texas",12,24.5,12.5,25,24.5,24.5,44,3,16,1,5,NA,2,0,1,1,2,5,5,0.53,0,0,NA,0,NA,0,NA,0,-2
1,3,"AL","alabama",25,30,50,57.5,70,72.5,59,1,7,1,5,NA,NA,NA,0,NA,NA,4,NA,3.98,0,NA,NA,NA,NA,0,NA,NA,NA
48,3,"TX","texas",24.5,37,49,27.5,31,43.5,55,5,11,1,5,7,30,75,1,2,1,3,5,0.32,0,1,1,0,0,0,0,1,45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,2,7,4,NA,NA,NA,NA,0,NA,0,NA,0,0
